source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006513,5/8/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 4,272.00",STORAGEHAWK
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006610,5/8/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 326,519.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006611,5/8/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 22,090.32",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006653,5/8/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 17,306.92",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006722,5/14/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,$ 96.59,SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 0812 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,812,,,280,V21400006713,5/15/14,11/1/10,9/8/13,TECHNICAL SUPPORT,0,"$ 651,675.63",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,288,V21400006726,5/15/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,295,V21400006715,5/15/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 6,361.00",DESKTOP SOLUTIONS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400006712,5/15/14,12/30/13,1/31/14,TECHNICAL SUPPORT,0,"$ 16,801.30",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006718,5/15/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 9,019.88",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006719,5/15/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 8,970.06",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006721,5/15/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006723,5/15/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400006728,5/15/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400006806,5/15/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400006808,5/15/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400006716,5/15/14,3/3/14,3/31/14,TECHNICAL SUPPORT,0,"$ 40,274.50",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400006717,5/15/14,11/1/13,11/26/13,TECHNICAL SUPPORT,0,"$ 40,015.50",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400006836,5/19/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 3,119.73",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400006838,5/19/14,4/7/14,4/30/14,TECHNICAL SUPPORT,0,"$ 7,500.00",ROGER M SOLOMON PH D
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006853,5/20/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006854,5/20/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006861,5/20/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 77,179.37",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006926,5/20/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,$ 96.47,SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400006851,5/20/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006927,5/21/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007012,5/21/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 49,949.88",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,323,V21400006286,5/23/14,8/24/13,9/27/13,TECHNICAL SUPPORT,0,$ 437.36,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400006987,5/27/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 68,846.12",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400006948,5/27/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006929,5/27/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 11,450.56",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006989,5/27/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 6,337.44",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400007070,5/29/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 25,608.98",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007038,5/29/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 326,519.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007070,5/29/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 287,862.70",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007235,5/30/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 39,160.87",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400007367,6/6/14,1/19/14,2/15/14,TECHNICAL SUPPORT,0,"$ 34,166.38",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400007472,6/6/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 37,489.12",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400007488,6/6/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007404,6/6/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007473,6/6/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 23,940.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007526,6/12/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007527,6/12/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007524,6/12/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 13,841.64",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400007658,6/13/14,5/12/14,5/22/14,TECHNICAL SUPPORT,0,"$ 6,000.00",ROGER M SOLOMON PH D
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007656,6/13/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007657,6/13/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,333,V21400007570,6/16/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 5,486.63",KANE COMPANY
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007699,6/16/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 52,214.49",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400007708,6/16/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 48,433.00",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007694,6/16/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 45,757.69",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,288,V21400007752,6/18/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400007759,6/18/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 3,119.73",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400007765,6/18/14,5/1/14,5/30/14,TECHNICAL SUPPORT,0,"$ 9,723.38",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400007838,6/18/14,5/1/14,5/30/14,TECHNICAL SUPPORT,0,"$ 8,830.50",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400007599,6/18/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 48,863.28",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007698,6/18/14,3/29/14,4/25/14,TECHNICAL SUPPORT,0,"$ 13,327.12",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007753,6/18/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 2,001.62",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007756,6/18/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 15,127.78",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007925,6/23/14,3/1/14,4/25/14,TECHNICAL SUPPORT,0,"$ 127,235.00",EMC CORPORATION
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007926,6/23/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 276,907.92",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400007932,6/23/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 4,753.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,323,V21400007853,6/24/14,1/10/13,1/10/13,TECHNICAL SUPPORT,0,"$ 21,245.00",ICONSTITUENT LLC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400007962,6/25/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 81,301.28",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400008093,6/25/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400008094,6/25/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400008095,6/25/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400008096,6/25/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,$ 157.93,SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400007963,6/25/14,3/17/14,3/31/14,TECHNICAL SUPPORT,0,"$ 7,953.66",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400007964,6/25/14,3/3/14,3/31/14,TECHNICAL SUPPORT,0,"$ 92,288.02",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400008175,6/26/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 19,620.94",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400008176,6/26/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 18,518.64",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400008116,6/27/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400008117,6/27/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,305,V21400008290,7/1/14,10/1/13,3/28/14,TECHNICAL SUPPORT,0,$ 799.14,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400008307,7/1/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 26,155.20",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400008531,7/7/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 47,915.00",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400008530,7/7/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 113,866.50",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400005612,7/8/14,1/2/14,1/22/14,TECHNICAL SUPPORT,0,"$ 21,240.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400008601,7/11/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400008715,7/15/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400008909,7/21/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 3,119.73",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400008923,7/21/14,6/9/14,6/19/14,TECHNICAL SUPPORT,0,"$ 4,500.00",ROGER M SOLOMON PH D
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009103,7/23/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,$ 158.72,SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009104,7/23/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009027,7/23/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 39,160.87",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009078,7/23/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 31,082.85",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400009029,7/23/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 23,626.14",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009022,7/23/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 114,766.24",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009040,7/23/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 17,900.52",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009041,7/23/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 2,196.90",GENERAL DYNAMICS INFORMATION TECH INC
